stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"909","FONDAZZA","44.4869197428306","11.3539349576484","0",""
"910","FONDAZZA","44.487096036265","11.3540355793021","0",""
"911","BARACCANO","44.4855267992865","11.3549344713453","0",""
"912","BARACCANO","44.4860180984749","11.3544661455621","0",""
"951","CARTOLERIA","44.4898128008817","11.3492447635044","0",""
"952","GARGANELLI","44.4894239539745","11.3496842645726","0",""
"953","CESTELLO","44.4879166167451","11.3478779806935","0",""
"954","RIALTO","44.4875084527322","11.3487096917284","0",""
"1002","PORTA MAGGIORE","44.4898849255005","11.3581903991573","0",""
"1003","PORTA MAGGIORE","44.489668939213","11.3582956726598","0",""
"2000","PORTA SAN VITALE (VIA MASSARENTI)","44.4939068221671","11.3581088890339","0",""
"5001","PORTA LAME","44.5031532372209","11.3330154772519","0",""
"5002","PORTA LAME","44.5031789926447","11.3328018742318","0",""
"5003","BOVI CAMPEGGI","44.5056213370464","11.3314604825202","0",""
"5004","BOVI CAMPEGGI","44.5054874408907","11.3313490055232","0",""
"5199","PORTA LAME","44.5025523828224","11.3314977060583","0",""
"5201","PARMEGGIANI","44.503604238817","11.3334132258209","0",""
"5202","PARMEGGIANI","44.5034286231062","11.3334164313238","0",""
"5203","CASARINI","44.5040174483432","11.3306488244285","0",""
"5204","CASARINI","44.5039680651617","11.3301185112516","0",""
"5206","SCALO","44.5024992327117","11.3278711713393","0",""
"5208","TANARI","44.5062349528848","11.3290467762621","0",""
"5209","PORTA SAN FELICE","44.4998243486802","11.3266286542484","0",""
"5211","SCALO","44.5023304276684","11.3275955682818","0",""
"5213","TANARI","44.5062414624395","11.3302995376639","0",""
"5214","TANARI","44.5057132441029","11.3294112541689","0",""
"7001","PORTA SARAGOZZA - RISORGIMENTO","44.4905179456975","11.3283391113364","0",""
"7002","PORTA SARAGOZZA - RISORGIMENTO","44.4903603428347","11.3282589496347","0",""
"7101","ANDREA COSTA","44.4950067683526","11.3264118308818","0",""
"7301","AUDINOT","44.4917018377294","11.3273706472968","0",""
"8002","PORTA CASTIGLIONE","44.4845413829601","11.3483068433986","0",""
"8021","CODIVILLA","44.4844686846827","11.3399003935368","0",""
"8028","CODIVILLA","44.4843874243454","11.3398570530496","0",""
"8101","ANNUNZIATA","44.4848039621945","11.3393274704809","0",""
"8102","ANNUNZIATA","44.4849362776501","11.3394876038595","0",""
"900002","SANT`ISAIA PIAZZA MALPIGHI (provvisoria)","44.4934454449288","11.3351994858253","0",""
